Fri Sep 22 16:41:02 2017    utils.Na62Loader_profile.txt

         438463 function calls (432733 primitive calls) in 37.030 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      118    0.000    0.000    0.000    0.000 payload_dto.py:79(version)
      118    0.000    0.000    0.000    0.000 payload_dto.py:131(data)
       82    0.000    0.000    0.000    0.000 global_tag_map_dto.py:62(global_tag_name)
        8    0.000    0.000    0.000    0.000 argparse.py:1320(_add_action)
      118    0.000    0.000    0.000    0.000 payload_dto.py:100(object_type)
       82    0.000    0.000    0.000    0.000 global_tag_map_dto.py:104(label)
        1    0.000    0.000    0.000    0.000 global_tag_dto.py:304(to_dict)
       82    0.000    0.000    0.000    0.000 global_tag_map_dto.py:125(tag_name)
        5    0.000    0.000    0.000    0.000 connection.py:88(_set_socket_options)
        8    0.000    0.000    0.000    0.000 argparse.py:573(_format_args)
      7/3    0.000    0.000    0.000    0.000 {issubclass}
        2    0.000    0.000    0.000    0.000 argparse.py:1789(take_action)
       34    0.000    0.000    0.000    0.000 argparse.py:1234(register)
        1    0.000    0.000    0.000    0.000 connectionpool.py:202(_new_conn)
        4    0.000    0.000    0.000    0.000 {posix.lstat}
        4    0.000    0.000    0.000    0.000 socket.py:196(close)
      119    0.000    0.000    0.000    0.000 {iter}
        1    0.000    0.000    0.000    0.000 Queue.py:26(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        3    0.000    0.000    0.000    0.000 locale.py:349(_replace_encoding)
       65    0.000    0.000    0.000    0.000 response.py:471(getheaders)
        7    0.000    0.000    0.000    0.000 sre_parse.py:189(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:827(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:2200(_get_values)
        8    0.000    0.000    0.000    0.000 sre_compile.py:428(_simple)
        1    0.000    0.000    0.000    0.000 __init__.py:665(__init__)
       12    0.000    0.000    0.000    0.000 UserDict.py:35(__getitem__)
       14    0.000    0.000    0.000    0.000 UserDict.py:91(get)
        1    0.000    0.000    0.000    0.000 base64_codec.py:70(getregentry)
       33    0.000    0.000    0.000    0.000 sre_parse.py:206(match)
        1    0.000    0.000    0.000    0.000 __init__.py:1567(getLogger)
        8    0.000    0.000    0.000    0.000 argparse.py:1435(_pop_action_class)
        8    0.000    0.000    0.000    0.000 argparse.py:765(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:1025(getLogger)
        1    0.000    0.000    0.000    0.000 connection.py:106(__init__)
       42    0.000    0.000    0.000    0.000 sre_parse.py:137(__len__)
       14    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       20    0.000    0.000    0.000    0.000 sre_parse.py:92(__init__)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        5    0.000    0.000    0.000    0.000 connection.py:154(_prepare_conn)
       31    0.000    0.000    0.000    0.000 sre_parse.py:149(append)
        4    0.000    0.000    0.000    0.000 argparse.py:807(__init__)
       18    0.000    0.000    0.000    0.000 argparse.py:95(_callable)
        3    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        4    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
       18    0.000    0.000    0.000    0.000 tag_dto.py:245(modification_time)
        1    0.000    0.000    0.000    0.000 core.py:21(where)
       18    0.000    0.000    0.000    0.000 argparse.py:1238(_registry_get)
       18    0.000    0.000    0.000    0.000 tag_dto.py:224(insertion_time)
        1    0.000    0.000    0.000    0.000 _collections.py:57(__setitem__)
        8    0.000    0.000    0.000    0.000 argparse.py:566(format)
        8    0.000    0.000    0.000    0.000 sre_parse.py:268(_escape)
       18    0.000    0.000    0.000    0.000 tag_dto.py:161(description)
        5    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       18    0.000    0.000    0.000    0.000 tag_dto.py:140(synchronization)
        4    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
       18    0.000    0.000    0.000    0.000 tag_dto.py:119(object_type)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
       18    0.000    0.000    0.000    0.000 tag_dto.py:182(last_validated_time)
        1    0.000    0.000    0.000    0.000 selectors.py:543(_can_allocate)
        7    0.000    0.000    0.000    0.000 {_sre.compile}
        2    0.000    0.000    0.000    0.000 os.py:512(getenv)
       18    0.000    0.000    0.000    0.000 tag_dto.py:77(name)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        8    0.000    0.000    0.000    0.000 argparse.py:1448(_check_conflict)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
       18    0.000    0.000    0.000    0.000 tag_dto.py:98(time_type)
        2    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 httplib.py:721(__init__)
        1    0.000    0.000    0.000    0.000 global_tag_dto.py:24(__init__)
       18    0.000    0.000    0.000    0.000 tag_dto.py:203(end_of_validity)
        1    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
        5    0.000    0.000    0.000    0.000 connection.py:96(allowed_gai_family)
        2    0.000    0.000    0.000    0.000 argparse.py:2252(_get_value)
        1    0.000    0.000    0.000    0.000 __init__.py:646(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:983(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:865(__init__)
       14    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        8    0.000    0.000    0.000    0.000 argparse.py:199(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1298(addHandler)
       14    0.000    0.000    0.000    0.000 UserDict.py:103(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:694(createLock)
        3    0.000    0.000    0.000    0.000 sre_parse.py:85(closegroup)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        4    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
        3    0.000    0.000    0.000    0.000 argparse.py:1439(_get_handler)
        1    0.000    0.000    0.000    0.000 argparse.py:842(__init__)
        8    0.000    0.000    0.000    0.000 argparse.py:557(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 argparse.py:962(__init__)
       18    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1002(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1384(_get_positional_kwargs)
        7    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:2156(_get_nargs_pattern)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        3    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        5    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:836(__call__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
        4    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.000    0.000 __init__.py:1071(_fixupParents)
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
        1    0.000    0.000    0.000    0.000 globaltags_api.py:34(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1692(_get_positional_actions)
        2    0.000    0.000    0.000    0.000 request.py:41(__init__)
       11    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        3    0.000    0.000    0.000    0.000 argparse.py:2055(_parse_optional)
        1    0.000    0.000    0.000    0.000 base64_codec.py:52(IncrementalEncoder)
       15    0.000    0.000    0.000    0.000 {ord}
        4    0.000    0.000    0.000    0.000 sre_parse.py:139(__delitem__)
        1    0.000    0.000    0.000    0.000 base64_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 __init__.py:1139(setLevel)
        1    0.000    0.000    0.000    0.000 base64_codec.py:57(IncrementalDecoder)
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:199(scenario)
        1    0.000    0.000    0.000    0.000 base64_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 base64_codec.py:62(StreamWriter)
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:1602(identity)
        3    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 connectionpool.py:889(_ipv6_host)
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:2277(_check_value)
        1    0.000    0.000    0.000    0.000 httplib.py:766(_get_hostport)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 {zip}
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:220(workflow)
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:115(description)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1160(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:587(__init__)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:178(snapshot_time)
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 global_tag_dto.py:157(insertion_time)
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:94(validity)
        2    0.000    0.000    0.000    0.000 global_tag_dto.py:283(insertion_time_milli)
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:73(name)
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:241(type)
        3    0.000    0.000    0.000    0.000 global_tag_dto.py:136(release)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        2    0.000    0.000    0.000    0.000 global_tag_dto.py:262(snapshot_time_milli)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 Queue.py:234(_init)
        1    0.000    0.000    0.000    0.000 __init__.py:764(setFormatter)
        1    0.000    0.000    0.000    0.000 api_client.py:85(user_agent)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


